Dato;index;PO;BEHFISK_STK;BIOMASSE_KG;FORFORBRUK_KG;DØDFISK_STK;% Dødfisk;Tetthet;% FORFORBRUK
2024-08-31;243;3.0;46759519;92178691.998;26473170;573681;1.2268753235036485;16225.7863048759;28.719402961992984
2024-09-30;244;3.0;45987547;95487628.00299999;26230364;709743;1.5433373734850435;16808.24291550783;27.469908456806476
2024-10-31;245;3.0;44418815;95550533.18599999;24644044;569619;1.282382251755253;16819.315822214397;25.791634204727632
2024-11-30;246;3.0;42096884;95123944.818;21494835;399230;0.9483599783774971;16744.225456433727;22.596660642203098
2024-12-31;247;3.0;41057316;96162284.458;18851127;331844;0.8082457216638321;16926.999552543566;19.60345171316458
2025-01-31;248;3.0;38643099;95668061.125;16938945;333180;0.8621979308647063;16840.00371853547;17.705956199810043
2025-02-28;249;3.0;35692177;94617974.499;13165456;397207;1.1128685145767376;16655.16185513114;13.914328720003558
2017-10-31;250;4.0;46000844;85553616.542;18877801;916302;1.9919243220841776;11985.656562342392;22.06546229490194
2017-11-30;251;4.0;43673805;83013131.708;15445987;646676;1.4806953504509168;11629.746666853462;18.60667906654998
2017-12-31;252;4.0;41438419;79203726.305;13805489;664516;1.6036229567542142;11096.067008265622;17.430352893798737
2018-01-31;253;4.0;37793696;73985061.743;10121197;805578;2.131514208083803;10364.956814653964;13.680054813169908
2018-02-28;254;4.0;35241993;69833196.414;8110118;441572;1.252971135883263;9783.3001420566;11.613556899099784
2018-03-31;255;4.0;33781489;62132040.425000004;6259361;425395;1.2592547356334707;8704.404654665173;10.074288494606444
2018-04-30;256;4.0;34440479;58399186.3;6881642;547081;1.5884825527542752;8181.449467637994;11.783797747880607
2018-05-31;257;4.0;35971213;57151155.5;9707713;546803;1.520112763503416;8006.606262258336;16.986031017343123
2018-06-30;258;4.0;34439795;58947672.319;11209349;574042;1.6667985393060556;8258.289761697954;19.015761876634787
2018-07-31;259;4.0;30795332;57289691.087000005;13756357;691430;2.245242882914852;8026.014442000561;24.011923853996045
2018-08-31;260;4.0;32270265;58211655.87;16471389;464216;1.438525528067402;8155.177342392827;28.29568881665967
2018-09-30;261;4.0;36642774;63730894.458000004;15108863;525554;1.4342636832025872;8928.39653376296;23.707282203542675
2018-10-31;262;4.0;39076185;61697306.03;14428651;364915;0.9338552368917283;8643.500424488653;23.386192896305946
2018-11-30;263;4.0;39720189;65428500.171000004;13918963;363062;0.9140490242883789;9166.22305561782;21.273547404605385
2018-12-31;264;4.0;38028240;68501767.653;12146000;410147;1.0785326904426815;9596.773277248529;17.73092931196509
2019-01-31;265;4.0;36855615;67998044.636;10298726;363535;0.9863761600505107;9526.20406780611;15.1456208117896
2019-02-28;266;4.0;34278543;61808132.199999996;7805410;322829;0.941781568720701;8659.02664611936;12.62845150334441
2019-03-31;267;4.0;33494927;58123591.88200001;7794413;306696;0.9156491071020993;8142.839994676381;13.410067663787672
2019-04-30;268;4.0;41121723;55291901.771;8345722;437521;1.063965631984827;7746.1336188007845;15.093931900850697
2019-05-31;269;4.0;40100592;55701858.449999996;10037201;427755;1.0667049503907573;7803.566608293639;18.019508288057846
2019-06-30;270;4.0;39585660;58058352.852;12645236;645441;1.6304919508731193;8133.700315494536;21.78021831283213
2019-07-31;271;4.0;37749003;64024145.411;16224614;494687;1.3104637492015352;8969.479603670496;25.341398773614003
2019-08-31;272;4.0;39234410;74002844.297;19498221;482560;1.229940758635086;10367.44806626506;26.347934576334165
2019-09-30;273;4.0;40964959;82329420.384;18953140;533282;1.3018003997025847;11533.961947884562;23.021102191171718
2019-10-31;274;4.0;42451853;81335598.26699999;17520056;865771;2.0394186326801798;11394.732175259174;21.540452610291243
2019-11-30;275;4.0;40359030;78601500.125;14645508;624935;1.548439097768207;11011.697972121043;18.632606218340925
2019-12-31;276;4.0;37030916;74612526.94500001;13175249;867900;2.3437173414775914;10452.861718268423;17.658226492867644
2020-01-31;277;4.0;34604600;70068066.403;11149850;623047;1.8004745033897227;9816.20431535444;15.912883817673915
2020-02-29;278;4.0;31685581;63643691.627000004;7896643;500256;1.5788127729139636;8916.179830064444;12.407581644195435
2020-03-31;279;4.0;29395456;58272589.14400001;7389480;761386;2.5901486270531064;8163.7138055477735;12.68088497276056
2020-04-30;280;4.0;34703108;56739533.687;7618505;514806;1.4834579081504746;7948.939995376856;13.427154763074006
2020-05-31;281;4.0;33919431;56653130.02599999;9469621;502461;1.4813367594521265;7936.8352516110945;16.71508881442928
2020-06-30;282;4.0;32149149;55398535.714;11832293;537857;1.6730054036578075;7761.072529279911;21.358494132562083
2020-07-31;283;4.0;31835433;56225472.388;15736279;360995;1.1339409142008527;7876.922441580274;27.98781109637869
2020-08-31;284;4.0;31375381;61583660.051;16973353;609337;1.9420863765765906;8627.579160969459;27.56145540220191
2020-09-30;285;4.0;34276350;65750568.729;15555724;667681;1.9479349463989017;9211.34333552816;23.658691172870387
2020-12-31;286;4.0;31764642;56391661.60699999;10874608;718527;2.262033993646143;7900.2047642196685;19.284070889392126
2021-01-31;287;4.0;28838132;50312518.214999996;8699638;628801;2.1804498294133614;7048.545561081535;17.291199702674238
2021-02-28;288;4.0;27430437;47917749.482999995;5341483;435156;1.5863983501247174;6713.049801485009;11.147190879436069
2021-03-31;289;4.0;26049612;42291722.447;6180047;454067;1.7430854632307;5924.870054216867;14.612899741184194
2021-04-30;290;4.0;34226941;46389420.805;6805346;499271;1.4587076303430095;6498.938190669655;14.670038732767491
2021-05-31;291;4.0;34261207;48731111.844;10935676;516851;1.5085603960187393;6826.998016811432;22.440850590496943
2021-06-30;292;4.0;34741276;52111288.743;13509724;494894;1.4245130201895866;7300.544794480246;25.92475512671855
2021-07-31;293;4.0;32740729;58319871.092;16125886;484437;1.4796158020794223;8170.337782572149;27.65075727715739
2021-08-31;294;4.0;34408565;61402442.201;16972146;626327;1.8202648090671611;8602.191398290837;27.64083217478863
2021-09-30;295;4.0;35269546;62529177.36;17160626;504839;1.431373684254399;8760.041658727934;27.444189615994652
2021-10-31;296;4.0;38000428;68238077.994;17581849;499252;1.3138062550242855;9559.831604651163;25.76545166108859
2021-11-30;297;4.0;36640742;70161328.92300001;15443778;587485;1.6033654558633121;9829.269952787898;22.01180940707251
2021-12-31;298;4.0;33699189;63944051.412;12395981;525465;1.5592808479753029;8958.258813673297;19.38566719854995
2022-01-31;299;4.0;33733421;59042006.076000005;9679184;549361;1.628536281570731;8271.505474362568;16.39372481270499
2022-02-28;300;4.0;31810952;56705658.453999996;7679308;565990;1.7792299960089217;7944.194235640235;13.54240160394135
2022-03-31;301;4.0;31716666;55739946.839;7774394;596010;1.879169771501204;7808.9026112356405;13.947616459799761
2022-04-30;302;4.0;32879610;54927372.718;8536849;534173;1.6246330172407761;7695.064824600729;15.542066874067743
2022-05-31;303;4.0;32155053;53599296.761;10303293;631253;1.9631533494906694;7509.0076717567945;19.222813772991323
2022-06-30;304;4.0;28988950;48300625.908999994;11431430;533177;1.8392421940084065;6766.688975763518;23.667250237165042
2022-07-31;305;4.0;28428499;52901075.506;14978407;292246;1.028003624109736;7411.19018016251;28.3139933483983
2022-08-31;306;4.0;29891568;61421089.93;18743772;483653;1.6180248557051273;8604.80385682264;30.516833910570107
2022-09-30;307;4.0;32104746;65259597.157000005;17170589;650531;2.026276738024964;9142.560543149342;26.31120899917816
2022-10-31;308;4.0;32505837;64694874.576;15796387;622005;1.9135178706519693;9063.445583636872;24.416751873354773
2022-11-30;309;4.0;29894625;54730993.163;11652624;702121;2.3486529769147464;7667.552978845615;21.290722726876382
2022-12-31;310;4.0;28565824;47952345.623;9594049;462154;1.617856358703323;6717.896556878678;20.007465485480406
2023-01-31;311;4.0;26747688;46200988.01299999;8511623;409757;1.531934274095017;6472.5396487811695;18.42303242001017
2023-02-28;312;4.0;25125156;43713685.974;6483928;324317;1.2908059157921248;6124.0804110395065;14.832718530888716
2023-03-31;313;4.0;28504949;45186200.600999996;7218389;411812;1.444703514466909;6330.372737601569;15.974764206752653
2023-04-30;314;4.0;31962947;44262460.79799999;8381076;458599;1.4347832194572046;6200.961165312411;18.934952663948366
2023-05-31;315;4.0;32414237;44345754.04000001;10105701;301098;0.9289066406221439;6212.630154104792;22.78842973531271
2023-06-30;316;4.0;31423673;49005059.344;12327184;233927;0.7444292078777678;6865.376764359764;25.15492107348972
2023-07-31;317;4.0;32493269;56448698.643;15518867;279182;0.8591994852841676;7908.195382880359;27.491983647216355
2023-08-31;318;4.0;32035408;60225849.375;17563230;424448;1.3249339605726262;8437.35631479406;29.16227862664328
2023-09-30;319;4.0;34840604;61950635.889;17323887;551743;1.5836206513526574;8678.99073816195;27.96401804662677
2023-10-31;320;4.0;34420650;65135986.72;15833522;430303;1.2501303723201045;9125.243306248249;24.30840891082766
2023-11-30;321;4.0;36025470;64099588.442;13438782;464581;1.289590392575031;8980.048815074251;20.965473143653604
2023-12-31;322;4.0;35481235;64076133.280999996;11635929;541852;1.5271509010326163;8976.762858083495;18.159536795036775
2024-01-31;323;4.0;32833421;59517668.261;9543202;587733;1.790044966681967;8338.143494115999;16.034233663440325
2024-02-29;324;4.0;30718861;57045006.793;8068071;481997;1.5690588267579322;7991.735331045111;14.143343043636966
2024-03-31;325;4.0;32713521;60519713.009;8664262;397131;1.2139659317014515;8478.525218408518;14.316429423106353
2024-04-30;326;4.0;33899435;63389390.472;9980555;467359;1.378663095712362;8880.553442420847;15.744835098877552
2024-05-31;327;4.0;32437342;66591742.134;13420424;324025;0.9989258676003724;9329.187746427571;20.153285632615823
2024-06-30;328;4.0;29526139;63208869.083;14118456;236674;0.8015744964148546;8855.263250630429;22.33619459550994
2024-07-31;329;4.0;27799648;58622433.866;16273934;228731;0.8227837992768829;8212.725394508265;27.760590829782323
2024-08-31;330;4.0;27338746;61532412.260000005;16178824;500410;1.8304058276850006;8620.399588119923;26.29317363934596
2024-10-31;331;4.0;27481785;49350081.943;11634072;512773;1.8658649720169194;6913.712796721771;23.57457483745925
2024-11-30;332;4.0;25831703;44750586.556;10449788;317451;1.2289201373986067;6269.345272625385;23.35117549112645
2024-12-31;333;4.0;25084281;40853675.205;9217359;291806;1.163302228993528;5723.406445082656;22.56188446632558
2025-01-31;334;4.0;23273427;39001109.947;7364083;243879;1.047886071956657;5463.870824740823;18.881726725232475
2025-02-28;335;4.0;21807338;37374442.897;5592012;333054;1.5272565592370788;5235.98247366209;14.962128038700115
2017-11-30;336;5.0;14923286;32116968.858999997;5714417;319873;2.1434488355982726;4499.435256234239;17.79251655125815
2017-12-31;337;5.0;14490765;31470046.628;5235475;328564;2.2674027216644532;4408.804514990193;16.636375096253637
2018-01-31;338;5.0;13361104;30137020.654;4316622;212517;1.590564671901364;4222.053888203978;14.323320309458218
2018-02-28;339;5.0;12546717;28905264.434;3427011;95189;0.7586765525993772;4049.4906744186046;11.85600985531534
2018-03-31;340;5.0;12133450;28326180.061;3059077;85229;0.7024300590516299;3968.36369585318;10.799468877950801
2018-04-30;341;5.0;14308691;29546975.088000003;3152295;261414;1.8269595730315231;4139.391298402915;10.668757091416273
2018-05-31;342;5.0;17764925;28377477.887000002;4239952;124446;0.700515200598933;3975.5502783692914;14.941257348111133
2018-06-30;343;5.0;20275964;29282582.923;5330510;182830;0.9017080519574804;4102.351208041468;18.20368788510508
2018-07-31;344;5.0;20304130;31596863.422000002;7519204;131293;0.6466319906344178;4426.57094732418;23.79731145960707
2018-08-31;345;5.0;21006051;33908961.379;8848766;118636;0.5647705987193881;4750.484922807509;26.095656251742604
2018-09-30;346;5.0;20148472;34050300.168;7550507;185210;0.9192260336168421;4770.285817876155;22.174568102914588
2018-10-31;347;5.0;21368221;34505980.767000005;9300813;111554;0.5220556264370347;4834.1245120481935;26.954205599322904
2018-11-30;348;5.0;20701942;37851111.844;8177308;127073;0.6138216405011665;5302.761536004483;21.6038779354806
2018-12-31;349;5.0;19556716;37247620.698;6561111;153042;0.7825546988563927;5218.2152841131965;17.614845933910342
2019-01-31;350;5.0;20060058;39479106.622;4939220;138421;0.6900329002039775;5530.835895488933;12.510972062492382
2019-02-28;351;5.0;20636725;43114202.149000004;4789066;273281;1.324245974106841;6040.095565844775;11.107861821144887
2019-03-31;352;5.0;20126537;45548871.279;5784195;174699;0.8680032734891253;6381.181182263939;12.698876695692707
2019-04-30;353;5.0;21870609;49656431.178;6831193;170832;0.7811030776509241;6956.630873914262;13.756914941214141
2019-05-31;354;5.0;20304476;48249480.504;8163850;184250;0.9074353851830502;6759.523746707761;16.920078547422282
2019-06-30;355;5.0;22466070;50784746.958;8115942;173336;0.771545713157664;7114.70257186887;15.981062201042464
2019-07-31;356;5.0;21120729;52385202.753;9707454;247458;1.1716356949610973;7338.918850238162;18.530908519666028
2019-08-31;357;5.0;19216775;51110697.297000006;11860500;234628;1.2209540882900487;7160.3666709162235;23.205513967222206
2019-09-30;358;5.0;15847997;39346813.888000004;8197440;259776;1.6391724455778227;5512.302309890726;20.833808865271443
2019-10-31;359;5.0;14520132;28083023.116;6157540;108050;0.7441392406074545;3934.298559260297;21.92620066068246
2019-11-30;360;5.0;13366661;23766970.229999997;4835255;73468;0.5496361432372676;3329.6399873914256;20.34443159228041
2019-12-31;361;5.0;12405124;23326403.561;4372981;126716;1.0214811234454408;3267.9186832446067;18.746914793634524
2020-01-31;362;5.0;11313158;22256849.722;3667006;96338;0.8515570983804877;3118.079254973382;16.47585370707388
2020-02-29;363;5.0;10890939;22836371.031;2873227;37998;0.3488955360047467;3199.2674462034183;12.58180205646353
2020-03-31;364;5.0;11679391;25354592.517;2792355;70467;0.6033448148109777;3552.0583520594005;11.013211898900579
2020-04-30;365;5.0;15733686;24831283.535;3075221;167566;1.0650142630277482;3478.745241664332;12.384462509420578
2020-05-31;366;5.0;18166374;25875699.72;4182103;119243;0.6563940608070713;3625.063003642477;16.162279842687866
2020-06-30;367;5.0;21597906;29262133.615000002;5799033;117469;0.5438906901437575;4099.48635682264;19.81753304901653
2020-07-31;368;5.0;21461315;32686514.798;8531160;109974;0.5124289914201436;4579.225945362847;26.099937704346498
2020-08-31;369;5.0;21689527;34901232.683;9791020;155083;0.7150132872883765;4889.497433875034;28.053507705385712
2020-09-30;370;5.0;20022454;34136375.401999995;10521892;143952;0.7189528316559;4782.34455057439;30.823108417607624
2020-11-30;371;5.0;18122409;36104656.909;8095186;142466;0.7861316892252017;5058.091469459233;22.4214455780691
2020-12-31;372;5.0;17240139;37994464.167;6373787;251354;1.4579580825885452;5322.844517652004;16.77556754580036
2021-01-31;373;5.0;18513643;40073231.373;5640207;300618;1.6237647015230876;5614.06995979266;14.074749668927828
2021-02-28;374;5.0;19283303;42288109.021;4792213;242227;1.2561489076845394;5924.363830344634;11.33229437528223
2021-03-31;375;5.0;18113593;41499129.368999995;5336229;272620;1.505057555395001;5813.831517091621;12.858652894983823
2021-04-30;376;5.0;18726873;41310715.289;5560425;264861;1.4143364992115877;5787.435596665732;13.460006589333013
2021-05-31;377;5.0;21683212;45308042.121999994;7577244;203244;0.9373334541026487;6347.442157747268;16.723838959090127
2021-06-30;378;5.0;20244961;45252686.706999995;8836291;253726;1.253279766752823;6339.687126225833;19.526555532962735
2021-07-31;379;5.0;18474811;38508471.508;9676492;262601;1.4214001972740073;5394.854512188288;25.128216262724795
2021-08-31;380;5.0;18508930;33941021.453999996;9193799;229608;1.240525519303385;4754.976387503501;27.087573108134897
2021-09-30;381;5.0;16137524;30359769.037;9448192;149682;0.9275400612882125;4253.259881899692;31.12076375971542
2021-10-31;382;5.0;17023152;30532253.218;8719204;170497;1.001559523171737;4277.424098907257;28.55735519335886
2021-11-30;383;5.0;16578985;33094119.463;7007637;250799;1.5127524393079552;4636.329428831606;21.174870683097346
2022-01-31;384;5.0;14136910;30682242.326;4483827;249914;1.7678120607685837;4298.436862706641;14.613752646756279
2022-02-28;385;5.0;13294631;30178795.386;3890309;239132;1.7987110736657528;4227.906330344635;12.89086906962735
2022-03-31;386;5.0;14398043;32968880.992;4571920;167342;1.1622551759291175;4618.784112076211;13.867379972979341
2022-04-30;387;5.0;20544208;36582600.871;5472160;220648;1.0740156057610009;5125.049155365648;14.95836782982242
2022-05-31;388;5.0;22051224;38631840.183;7061916;223320;1.012732898636375;5412.137879377977;18.280040418855346
2022-06-30;389;5.0;25794186;38188676.441;7621172;126113;0.4889202551303615;5350.052737601569;19.9566277500463
2022-07-31;390;5.0;24634916;37609552.557;8799696;216949;0.8806565445565148;5268.920223732137;23.397502500630456
2022-08-31;391;5.0;24019262;37466159.258;11058358;203969;0.8491892881638079;5248.831501541048;29.51559011920538
2022-09-30;392;5.0;25019399;36012613.082;10392390;241055;0.9634723839689354;5045.196565144299;28.857639339685615
2022-10-31;393;5.0;25169793;38938131.346;10103911;249542;0.9914344547847493;5455.047820958252;25.948628377201118
2022-11-30;394;5.0;24423878;43121361.325;9962149;207154;0.8481617865926123;6041.098532502102;23.102584644572325
2022-12-31;395;5.0;25279094;46787656.95900001;8852189;193410;0.7650986226009524;6554.729190109275;18.919923705000162
2023-01-31;396;5.0;24582562;50482611.564;7499786;296487;1.206086656061317;7072.374833847017;14.856176746109986
2023-02-28;397;5.0;23306063;50742052.046000004;6697369;291191;1.2494216633671678;7108.7212168674705;13.198853278398214
2023-03-31;398;5.0;22883203;53342759.225999996;6865817;335214;1.4648910818996799;7473.067977864947;12.87113208919554
2023-04-30;399;5.0;26079749;57051563.537;7939717;420497;1.6123506403378345;7992.653899831886;13.916738661948862
2023-05-31;400;5.0;26804248;59175710.774;10475922;290917;1.0853391596734965;8290.236869431214;17.703077602242846
2023-06-30;401;5.0;27949836;57467550.806;10624609;352336;1.2606013144406285;8050.931746427571;18.48801428107968
2023-07-31;402;5.0;25373109;56478475.305;13342638;286234;1.1280998319914204;7912.366952227515;23.624288594806995
2023-09-30;403;5.0;18940136;45179570.597;10493818;256531;1.3544306123250647;6329.443905435696;23.226909555215663
2023-10-31;404;5.0;17548595;40889877.749;8756564;243270;1.3862648263294013;5728.478250070048;21.41499188075746
2023-11-30;405;5.0;17351662;39520503.148;8248389;189169;1.0902068055498084;5536.635352759877;20.871163935111547
2023-12-31;406;5.0;17021838;33345943.794;6086450;168033;0.9871613159518965;4671.60882516111;18.252444847865267
2024-01-31;407;5.0;15960353;33367199.174;4976007;169149;1.0598073864657003;4674.58660325021;14.912869893728889
2024-02-29;408;5.0;15356418;34530398.51;4278346;157592;1.0262289031205063;4837.545322219109;12.390085792844214
2024-03-31;409;5.0;17436787;35692143.687;4331752;194996;1.1183023569651909;5000.300320397871;12.136429904538728
2024-04-30;410;5.0;22540659;34721525.546000004;5107618;290464;1.2886224843736822;4864.321314934155;14.710234990203098
2024-05-31;411;5.0;27232223;37910055.193;7455398;165724;0.6085584713374299;5311.019220089662;19.666017266513027
2024-06-30;412;5.0;29371004;40680585.285000004;8570985;134756;0.4588062430552255;5699.157366909499;21.068981530018316
2024-07-31;413;5.0;31384517;47263464.307;12001231;138293;0.4406408421069536;6621.387546511627;25.392194956438153
2024-08-31;414;5.0;28704791;44165498.44;12585963;181946;0.6338523767687422;6187.377198094704;28.497273764720138
2024-09-30;415;5.0;29220734;46370891.296000004;12276247;402824;1.378555377835478;6496.342294200056;26.474037174823422
2024-10-31;416;5.0;27893334;48898536.824999996;12822062;356456;1.2779253996671749;6850.453463855421;26.221770287090795
2024-11-30;417;5.0;28137202;51995750.148;11411613;445038;1.5816711270722654;7284.358384421407;21.947203314728874
2024-12-31;418;5.0;28724704;57570613.309999995;11043947;425461;1.4811675692115052;8065.370315214345;19.18330614359057
2025-01-31;419;5.0;27234340;58617945.589;8496808;340202;1.2491655755197297;8212.096608153544;14.495233353238628
2025-02-28;420;5.0;26946986;60869980.895;7667139;413815;1.5356633947855987;8527.596090641637;12.595928053970848
2017-10-31;421;6.0;68543549;131338516.808;32218375;644052;0.9396245298007548;10670.9877159571;24.530789431023585
2017-11-30;422;6.0;68316246;128847173.481;26286105;502031;0.7348632710292659;10468.571131052975;20.40099467442038
2017-12-31;423;6.0;65063795;133002469.407;22646695;429230;0.6597063697252827;10806.18048480663;17.02727408067815
2018-01-31;424;6.0;62270219;135850099.868;19894402;441416;0.7088717642056149;11037.544675658108;14.64437789838254
2018-02-28;425;6.0;60450716;135116248.279;18547657;364171;0.6024262806084878;10977.920724650636;13.727184728887048
2018-03-31;426;6.0;65276906;130184273.334;18840898;701094;1.074030683991058;10577.207778193046;14.472483901079128
2018-05-31;427;6.0;71579450;135499142.868;24424877;439282;0.6136984846907876;11009.030132271693;18.025853509489817
2018-06-30;428;6.0;70176871;132638885.605;25636719;278225;0.3964625325059022;10776.640039405265;19.328207473294384
2018-07-31;429;6.0;67425161;124894182.93800001;26888369;719624;1.0672929650104952;10147.398678745532;21.52892021668289
2018-08-31;430;6.0;65845087;118349110.799;31487695;666784;1.0126556594875484;9615.624861797205;26.605772352170526
2018-09-30;431;6.0;70672736;130528411.737;35220906;705586;0.9983850066311285;10605.168324423139;26.983325339900823
2018-10-31;432;6.0;69368238;131149956.67500001;33977793;458173;0.6604939280712305;10655.667588154047;25.907589953841665
2018-12-31;433;6.0;58893559;122047177.275;21341550;419796;0.7128046039805473;9916.085251462464;17.486311831622817
2019-01-31;434;6.0;54915063;111176855.68200001;17501659;452728;0.8244149697142295;9032.893701819956;15.742178435105348
2019-02-28;435;6.0;51415820;104392336.167;14319683;357470;0.6952529396594278;8481.66527193695;13.717178411538097
2019-03-31;436;6.0;51864499;105640754.145;15589810;364503;0.7027986523112852;8583.096696863828;14.757382343751349
2019-04-30;437;6.0;59722128;105172227.049;16843894;465047;0.7786845773479472;8545.0298219857;16.01553420766909
2019-05-31;438;6.0;58902533;104796092.699;18553502;313017;0.5314151770009619;8514.469670051998;17.70438336216427
2019-06-30;439;6.0;61523010;104254246.47999999;19633855;290579;0.472309466003045;8470.445765355866;18.832666930038705
2019-07-31;440;6.0;62436252;103684794.58000001;23330210;382992;0.6134128614895078;8424.178955151123;22.501091017737537
2019-08-31;441;6.0;64265808;107240164.193;29588892;558639;0.8692631702382082;8713.045514543386;27.59124085892754
2019-09-30;442;6.0;72429579;114793996.516;31189246;649388;0.8965784545013025;9326.779047448814;27.169753599137774
2019-10-31;443;6.0;72267460;121867743.751;29042616;512344;0.708955316818939;9901.506642102697;23.831257645451966
2019-11-30;444;6.0;73010950;133013187.262;26398846;529208;0.7248337406923209;10807.051288755281;19.846788535336284
2019-12-31;445;6.0;70172974;141952788.52;25036498;461677;0.6579128312275891;11533.375732856679;17.637200551697905
2020-01-31;446;6.0;74346445;146972996.237;23768510;509598;0.6854369432190066;11941.257412820929;16.17202520772748
2020-02-29;447;6.0;72732873;145376144.254;23558294;728899;1.0021589550023686;11811.516432726683;16.20506178705575
2020-03-31;448;6.0;73116910;148271285.561;24246272;639732;0.8749439767079873;12046.740783311667;16.352641651592677
2020-04-30;449;6.0;73123803;137769031.395;22508078;714312;0.9768529134076902;11193.453964494638;16.337545362764942
2020-05-31;450;6.0;73525551;134729878.812;23978700;526462;0.7160259159431529;10946.528990250245;17.797611199116055
2020-06-30;451;6.0;74794732;133216510.355;24635604;450942;0.6029060977182189;10823.570877071823;18.492905972653226
2020-07-31;452;6.0;72865324;132073295.02;31348570;662088;0.9086462032337906;10730.68695320117;23.73573703544903
2020-08-31;453;6.0;71065523;127560578.637;33976323;841516;1.184141007447451;10364.037913308417;26.635441264880626
2020-09-30;454;6.0;73394179;131936026.767;34281144;1126338;1.5346421410341002;10719.534186464089;25.983156261436275
2020-10-31;455;6.0;73413333;142251827.445;37146582;668123;0.9100840034057573;11557.672038105296;26.113254688669844
2020-11-30;456;6.0;73136520;156409968.903;33342101;621788;0.8501744408949182;12707.992273561911;21.317120151515155
2020-12-31;457;6.0;68086709;158886916.924;29599308;918146;1.3484951960301093;12909.239269093272;18.62916631087893
2021-01-31;458;6.0;73978087;157078386.847;24487566;976857;1.3204680461661573;12762.299873821905;15.589392335593418
2021-03-31;459;6.0;64941001;129863227.22;18017771;828381;1.2755901314179003;10551.123433539162;13.874421101114539
2021-04-30;460;6.0;69811134;126163737.114;18313676;997806;1.429293499228934;10250.547376828079;14.515800196574702
2021-05-31;461;6.0;70638230;132547140.69399999;24329204;797553;1.1290670788325246;10769.185951738706;18.35513302860807
2021-06-30;462;6.0;72749153;135932289.408;27037356;422942;0.5813703425523044;11044.222408839778;19.890311652772603
2021-07-31;463;6.0;73209921;140088425.839;33500034;536735;0.733145170311002;11381.900051917451;23.913491638845827
2021-08-31;464;6.0;77334854;142287243.019;37583009;720398;0.9315308205017107;11560.54948155671;26.413477556088033
2021-09-30;465;6.0;76253422;146473926.733;40288555;874466;1.146789189342873;11900.709029330517;27.505615435189355
2021-10-31;466;6.0;76708924;150836374.662;37006788;736734;0.9604280200827742;12255.149062560937;24.534392372480607
2021-11-30;467;6.0;72971237;152798994.314;32221526;492502;0.6749262041425994;12414.60792281443;21.087524917726334
2021-12-31;468;6.0;71396402;148564841.389;22589500;581493;0.8144570086318916;12070.591598066298;15.205145301405453
2022-01-31;469;6.0;77714061;151502893.10300002;20719842;586733;0.754989499261916;12309.30233206045;13.676202200253371
2022-02-28;470;6.0;75730298;150447143.611;18184692;720971;0.9520245120387615;12223.524830272992;12.087096879033348
2022-03-31;471;6.0;70838535;138425009.78300002;19649158;800970;1.1306981433198753;11246.750876096849;14.19480340351987
2022-04-30;472;6.0;71723834;139037030.304;20681666;675310;0.941541970553331;11296.476300292492;14.87493364521682
2022-05-31;473;6.0;75260238;140617994.385;24070225;1147057;1.524120877746892;11424.926420620734;17.11745719690596
2022-06-30;474;6.0;75200757;137529546.563;25150175;425790;0.5662044066923422;11173.996308336042;18.287106755259405
2022-07-31;475;6.0;74822469;137152195.03599998;30688466;659887;0.8819369486457337;11143.337263243418;22.375482938457406
2022-08-31;476;6.0;78609502;135314781.97;34660839;698545;0.888626670093903;10994.051183782905;25.614968664461575
2022-09-30;477;6.0;81078675;139820631.06;34530977;1062284;1.31018914652959;11360.142270068249;24.696625053267013
2022-10-31;478;6.0;75341352;140872118.655;34465398;938989;1.2463129145864014;11445.573501381215;24.465734120466223
2022-11-30;479;6.0;72206471;141108120.90100002;27808765;1036766;1.4358353006893247;11464.74820450114;19.70741642822268
2022-12-31;480;6.0;71207035;134351740.257;20397076;1068543;1.5006143704761756;10915.806000731232;15.181847262255518
2023-01-31;481;6.0;75382589;132693800.10399999;18313163;1028786;1.3647528078400173;10781.101730906727;13.801069067015106
2023-02-28;482;6.0;71787405;130666719.42500001;17222876;816164;1.1369180986553282;10616.405543142673;13.180767127076741
2023-03-31;483;6.0;70127370;125693269.18200001;17920479;788936;1.1250044027032526;10212.322812967177;14.257309971030901
2023-04-30;484;6.0;74368091;121196695.293;19189318;927416;1.247061727051727;9846.985317923301;15.833202344015007
2023-05-31;485;6.0;75353256;124838723.41000001;25152606;874085;1.1599830536851652;10142.892704744881;20.148080109240517
2023-06-30;486;6.0;72601970;126251059.509;24676138;895159;1.2329679208429192;10257.642144052648;19.54529181455378
2023-07-31;487;6.0;75507559;131922519.618;33015584;634618;0.8404694952461647;10718.436758043548;25.026495927762156
2023-08-31;488;6.0;75705188;139683360.753;37750286;728753;0.9626196291857831;11348.989336447838;27.025614072067803
2023-09-30;489;6.0;78559315;148758471.05;39274001;1417667;1.804581671823386;12086.323614722132;26.401186246932724
2023-10-31;490;6.0;77378832;152049231.171;38265959;590456;0.763071740343664;12353.691190363992;25.166821762462405
2023-11-30;491;6.0;72871588;149430018.549;28560950;582719;0.7996518478504956;12140.885484969125;19.113261362966707
2023-12-31;492;6.0;76037213;147657340.884;22781820;1079211;1.4193195113555779;11996.859025349366;15.428843472061073
2024-03-31;493;6.0;67447726;134512639.575;20323766;803227;1.1908881850219828;10928.878743500161;15.109186812640097
